"","country","site_code","latitude","longitude"
"2225","Australia","NWS38",-14.06866,121.77651
"2226","Australia","NWS39",-14.0828,121.74816
"2227","Australia","NWS40",-14.0785,121.742
"2228","Australia","NWS41",-14.10823,121.72068
"2230","Australia","NWS3",-11.9719,123.3878
"2231","Australia","NWS4",-11.969,123.3794
"2232","Australia","NWS7",-11.9671,123.3586
"2233","Australia","NWS9",-11.9685,123.3356
"2234","Australia","NWS10",-11.97452,123.32136
"2236","Australia","NWS14",-12.217,123.00392
"2237","Australia","NWS16",-12.23963,122.98389
"2238","Australia","NWS19",-12.24054,122.98329
"2239","Australia","NWS22",-12.24109,122.9864
"2241","Australia","NWS24",-12.24264,122.98531
"2242","Australia","NWS25",-12.23989,122.98643
"2244","Australia","NWS28",-14.1327,121.94218
"2245","Australia","NWS29",-14.12668,121.94546
"2264","Australia","NWS18",-12.24122,122.98493
"2268","Australia","TS1",-10.6055,141.9158
"2269","Australia","NT37",-11.6739,136.8231
"2270","Australia","NT102",-11.222,136.6853
"2271","Australia","NT103",-11.233,136.6855
"2273","Australia","NT100",-11.6689,136.8271
"2280","Israel","RED16",29.44861,34.96944
"2281","Israel","RED17",29.43003,34.97376
"2282","Israel","RED14",29.5012,34.917
"2284","Israel","RED15",29.50276,34.91884
"2285","Australia","NWS50",-17.6101,118.97
"2287","Australia","NWS51",-17.6089,118.96364
"2289","Australia","NWS52",-17.6089,118.96364
"2291","Australia","NWS53",-17.579,118.96872
"2293","Australia","NWS54",-17.5804,118.9369
"2295","Australia","NWS55",-17.56991,118.97193
"2297","Australia","NWS56",-17.6102,118.9747
"2299","Australia","NWS57",-17.548,118.9737
"2300","Australia","NWS58",-17.5531,118.9738
"2301","Australia","NWS59",-17.54732,118.9668
"2303","Australia","NWS60",-17.54749,118.96884
"2305","Australia","NWS61",-17.5582,118.9724
"2307","Australia","NWS62",-17.50713,118.96635
"2308","Australia","NWS63",-17.50218,118.96276
"2310","Australia","NWS64",-17.56045,118.94214
"2312","Australia","NWS65",-17.13371,119.6339
"2314","Australia","NWS66",-17.0764,119.6539
"2317","Australia","NWS67",-17.07374,119.6455
"2319","Australia","NWS68",-17.06263,119.64696
"2321","Australia","NWS69",-17.0658,119.6494
"2323","Australia","NWS70",-17.1641,119.6277
"2325","Australia","NWS71",-17.15365,119.6311
"2327","Australia","NWS72",-17.0754,119.64617
"2329","Australia","NWS73",-17.06644,119.64167
"2331","Australia","NWS74",-17.06983,119.64367
"2333","Australia","NWS75",-17.08687,119.6148
"2335","Australia","NWS76",-17.11469,119.63474
"2337","Australia","NWS77",-17.06202,119.64815
"2339","Australia","NWS78",-17.0666,119.64027
"2341","Australia","NWS79",-17.0721,119.6533
"2343","Australia","NWS80",-17.08181,119.65518
"2345","Australia","NWS81",-17.02767,119.61792
"2347","Australia","NWS82",-17.0762,119.5962
"2349","Australia","NWS83",-17.24607,119.35201
"2351","Australia","NWS84",-17.24612,119.34713
"2353","Australia","NWS85",-17.24607,119.35201
"2354","Australia","NWS86",-17.2909,119.35929
"2356","Australia","NWS87",-17.2843,119.3769
"2358","Australia","NWS88",-17.288,119.3775
"2360","Australia","NWS89",-17.25302,119.36037
"2361","Australia","NWS90",-17.28632,119.3724
"2363","Australia","NWS91",-17.28312,119.37301
"2365","Australia","NWS92",-17.28321,119.37053
"2366","Australia","NWS93",-17.29772,119.3423
"2368","Australia","NWS94",-17.31065,119.3675
"2370","Australia","NWS95",-17.31065,119.3675
"2372","Australia","NWS96",-17.31882,119.3605
"2374","Australia","NWS97",-17.3155,119.3675
"2376","Australia","NWS98",-17.30694,119.37064
"2378","Australia","NWS99",-17.2909,119.35929
"2380","Australia","NWS100",-17.29965,119.37575
"2382","Australia","NWS101",-17.35516,119.38393
"2384","Australia","NWS102",-17.3139,119.37816
"2385","Australia","NWS103",-19.58223,119.10994
"2386","Australia","NWS104",-19.58005,119.11058
"2388","Australia","NWS105",-19.57575,119.10667
"2390","Australia","NWS106",-19.58873,119.1113
"2392","Australia","NWS107",-19.59086,119.11063
"2398","Australia","NWS110",-20.119,118.46883
"2400","Australia","NWS111",-20.03417,118.37617
"2402","Australia","NWS112",-20.24701,117.90517
"2404","Australia","NWS113",-20.25835,117.88448
"2406","Australia","NWS114",-20.4367,117.1048
"2408","Australia","NWS115",-20.4308,117.0966
"2410","Australia","NWS116",-20.4329,117.0634
"2412","Australia","NWS117",-20.40053,116.91709
"2414","Australia","NWS118",-20.40494,116.93217
"2416","Australia","NWS119",-20.3743,116.8053
"2420","Australia","NWS121",-20.45675,116.58642
"2422","Australia","NWS122",-20.46293,116.5745
"2424","Australia","NWS123",-20.4787,116.5332
"2426","Australia","NWS124",-20.53126,116.53544
"2428","Australia","NWS125",-20.54011,116.54071
"2430","Australia","NWS126",-20.61514,116.47628
"2432","Australia","NWS127",-20.4513,115.6051
"2434","Australia","NWS128",-20.40579,115.58393
"2436","Australia","NWS129",-20.38763,115.5655
"2438","Australia","NWS130",-20.3945,115.542
"2440","Australia","NWS131",-20.3686,115.5257
"2442","Australia","NWS132",-20.37329,115.53338
"2444","Australia","NWS133",-20.36597,115.50866
"2446","Australia","NWS134",-20.4007,115.5001
"2448","Australia","NWS135",-20.45987,115.55078
"2450","Australia","NWS136",-20.4659,115.5468
"2452","Australia","NWS137",-20.5066,115.5647
"2454","Australia","NWS138",-20.5085,115.5433
"2456","Australia","NWS139",-20.4527,115.4784
"2458","Australia","NWS140",-20.5097,115.4773
"2460","Australia","NWS141",-20.55596,115.5725
"2462","Australia","NWS142",-20.555,115.5731
"2464","Australia","NWS143",-20.57663,115.5774
"2466","Australia","NWS144",-20.629,115.5832
"2468","Australia","NWS145",-20.7348,115.4946
"2470","Australia","NWS146",-20.80068,115.504
"2472","Australia","NWS147",-20.7837,115.5001
"2474","Australia","NWS148",-20.7848,115.5251
"2476","Australia","NWS149",-20.7556,115.5745
"2478","Australia","NWS150",-20.8999,115.4508
"2480","Australia","NWS152",-20.951,115.4629
"2482","Australia","NWS153",-20.9946,115.4799
"2484","Australia","NWS154",-21.0778,115.5132
"2486","Australia","NWS155",-21.31958,115.17213
"2488","Australia","NWS156",-21.32233,115.17332
"2489","Australia","NWS157",-21.63678,114.39077
"2491","Australia","NWS158",-21.65079,114.37691
"2493","Australia","NWS159",-21.67022,114.35251
"2495","Australia","NWS160",-21.94178,114.16068
"2497","Australia","NWS161",-22.01948,114.12743
"2499","Australia","NWS162",-22.02105,114.125
"2509","Indonesia","RAJA1",-0.56005,130.66519
"2512","Indonesia","RAJA10",-0.55515,130.67675
"2513","Indonesia","RAJA11",-0.48774,130.66423
"2516","Indonesia","RAJA12",-0.50721,130.6656
"2519","Indonesia","RAJA13",-0.51544,130.67327
"2521","Indonesia","RAJA14",-0.44995,130.69781
"2523","Indonesia","RAJA15",-0.55402,130.68881
"2525","Indonesia","RAJA17",-0.50709,130.73747
"2527","Indonesia","RAJA18",-0.5903,130.60341
"2529","Indonesia","RAJA19",-0.54459,130.25262
"2532","Indonesia","RAJA2",-0.57029,130.65885
"2534","Indonesia","RAJA20",-0.59112,130.29654
"2537","Indonesia","RAJA21",-0.58955,130.31434
"2540","Indonesia","RAJA22",-0.55603,130.68628
"2541","Indonesia","RAJA23",-0.58046,130.64277
"2543","Indonesia","RAJA24",-0.55513,130.67764
"2545","Indonesia","RAJA25",-0.59765,130.56162
"2547","Indonesia","RAJA26",-0.59181,130.57585
"2549","Indonesia","RAJA27",-0.41728,130.5677
"2551","Indonesia","RAJA28",-0.46386,130.68643
"2553","Indonesia","RAJA29",-0.69542,130.71923
"2555","Indonesia","RAJA3",-0.56898,130.66519
"2558","Indonesia","RAJA30",-0.70385,130.70863
"2560","Indonesia","RAJA31",-0.58148,130.55201
"2562","Indonesia","RAJA4",-0.55917,130.68728
"2564","Indonesia","RAJA5",-0.5608,130.54279
"2565","Indonesia","RAJA6",-0.55658,130.6901
"2569","Indonesia","RAJA7",-0.55304,130.69444
"2570","Indonesia","RAJA8",-0.54055,130.631
"2571","Indonesia","RAJA9",-0.54304,130.69269
"2573","Indonesia","RAJA16",-0.53489,130.71652
"2574","Republic of the Marshall Islands","AL1",10.25911,169.98007
"2575","Republic of the Marshall Islands","AL2",10.2822,169.97562
"2576","Republic of the Marshall Islands","AL3",10.22375,169.96187
"2577","Republic of the Marshall Islands","AL4",10.292,169.85435
"2579","Republic of the Marshall Islands","AL9",10.29374,169.85294
"2580","Republic of the Marshall Islands","AL5",10.25921,169.87247
"2581","Republic of the Marshall Islands","AL6",10.39396,169.91481
"2583","Republic of the Marshall Islands","AL7",10.40857,169.91403
"2585","Republic of the Marshall Islands","AL10",10.22592,169.92878
"2587","Republic of the Marshall Islands","RT1",11.1773,166.89346
"2588","Republic of the Marshall Islands","RT2",11.1551,166.89014
"2590","Republic of the Marshall Islands","RT3",11.1521,166.83543
"2592","Republic of the Marshall Islands","AL8",10.35851,169.90865
"2593","Republic of the Marshall Islands","RT4",11.16701,166.7572
"2595","Republic of the Marshall Islands","RT6",11.16352,166.88789
"2596","Republic of the Marshall Islands","RT10",11.16958,166.7742
"2597","Ecuador","ETP127",-1.67312,-80.83468
"2599","Ecuador","ETP129",1.67442,-91.99287
"2600","Ecuador","ETP130",1.67683,-92.00752
"2602","Panama","ETP131",7.39795,-81.6593
"2604","Ecuador","ETP132",0.3045,-89.95016
"2606","Ecuador","ETP133",0.31164,-89.9456
"2608","Ecuador","ETP134",-1.34421,-89.6682
"2610","Ecuador","ETP135",-1.34534,-89.66467
"2612","Ecuador","ETP136",-1.3655,-89.6337
"2614","Panama","ETP64",7.99153,-82.07242
"2616","Costa Rica","ETP29",5.51755,-87.04805
"2617","Indonesia","RAJA32",-0.45155,130.69332
"2618","Indonesia","RAJA33",-0.49793,130.72743
"2627","Panama","BOCAS1",9.23392009735107,-82.1118469238281
"2628","Panama","BOCAS2",9.28993034362793,-82.3430862426758
"2630","Panama","BOCAS3",9.23719,-82.32823
"2631","Panama","BOCAS5",9.30475044250488,-82.2755966186523
"2633","Panama","BOCAS7",9.33324,-82.21558
"2634","Panama","BOCAS8",9.34871959686279,-82.262580871582
"2636","Panama","BOCAS10",9.26541996002197,-82.1190567016602
"2637","Panama","BOCAS11",9.29109001159668,-82.3451995849609
"2638","Panama","BOCAS13",9.35758018493652,-82.2715682983398
"2640","Panama","BOCAS4",9.23964023590088,-82.3351211547852
"2641","Panama","BOCAS6",9.30154991149902,-82.2947463989258
"2644","Panama","BOCAS9",9.27962017059326,-82.1016235351562
"2645","Panama","BOCAS12",9.37804985046387,-82.3037261962891
"2659","Nicaragua","NIC15",11.12435,-85.80162
"2660","Nicaragua","NIC16",11.13343,-85.80495
"2661","Nicaragua","NIC18",11.19165,-85.83711
"2662","Nicaragua","NIC17",11.19044,-85.83832
"2663","Nicaragua","NIC22",11.20268,-85.846
"2664","Nicaragua","NIC24",11.35589,-86.00406
"2666","Nicaragua","NIC26",11.34847,-85.99886
"2667","Nicaragua","NIC29",11.385,-86.03813
"2668","Nicaragua","NIC27",11.36421,-86.01166
"2669","Nicaragua","NIC31",11.35082,-86.00204
"2670","Nicaragua","NIC32",11.38145,-86.03156
"2678","Nicaragua","NIC19",11.19034,-85.83937
"2679","Nicaragua","NIC20",11.20407,-85.8464
"2680","Nicaragua","NIC21",11.20382,-85.84623
"2681","Nicaragua","NIC23",11.35403,-86.00303
"2682","Nicaragua","NIC25",11.35036,-85.99895
"2683","Nicaragua","NIC28",11.38628,-86.03662
"2685","Nicaragua","NIC33",11.34733,-85.98935
"2686","Nicaragua","NIC30",11.38443,-86.03907
"2706","Australia","NMP28",-23.098,113.79429
"2708","Australia","NMP30",-23.04801,113.81886
"2709","Australia","NMP31",-23.20615,113.76029
"2722","Australia","NMP29",-23.16925,113.75708
"2723","Australia","NMP32",-23.16465,113.75582
"2790","Turks and Caicos Islands","TCI1",21.8166,-72.18342
"2792","Turks and Caicos Islands","TCI2",21.81508,-72.1862
"2794","Turks and Caicos Islands","TCI3",21.49222,-72.21608
"2795","Turks and Caicos Islands","TCI4",21.49227,-72.21803
"2796","Spain","CAN75",28.033,-17.183
"2798","Spain","CAN76",28.08428,-17.11248
"2800","Spain","CAN77",28.17902,-17.17351
"2802","Spain","CAN78",28.04961,-17.29956
"2804","Spain","CAN79",27.73014,-17.94263
"2806","Spain","CAN80",27.64688,-18.003
"2808","Spain","CAN81",27.64584,-17.99843
"2810","Spain","CAN82",27.64904,-18.00961
"2812","Spain","CAN83",27.65214,-18.0128
"2814","Spain","CAN84",27.67466,-18.02942
"2816","Spain","CAN85",27.63926,-17.97657
"2818","Spain","CAN86",28.45657,-17.84973
"2820","Spain","CAN87",28.51999,-17.87712
"2822","Spain","CAN88",28.51114,-17.87684
"2824","Spain","CAN89",28.48221,-17.87105
"2825","Australia","GBR1",-23.89629,152.40782
"2826","Australia","GBR2",-23.89878,152.41618
"2828","Australia","GBR3",-23.89929,152.39361
"2830","Australia","GBR4",-23.90507,152.38958
"2832","Australia","GBR5",-23.89822,152.39725
"2834","Australia","GBR6",-23.85665,152.36312
"2835","Australia","GBR7",-23.85839,152.3645
"2837","Australia","GBR8",-23.85162,152.36769
"2839","Australia","GBR9",-23.86093,152.36279
"2841","Australia","GBR10",-23.80303,152.28887
"2843","Australia","GBR11",-23.53293,151.72316
"2845","Australia","GBR12",-23.46521,151.85275
"2847","Australia","GBR13",-23.29573,151.69486
"2849","Australia","GBR14",-23.30356,151.69659
"2851","Australia","GBR15",-23.3007,151.69482
"2853","Australia","GBR16",-23.24659,151.77309
"2855","Australia","GBR17",-23.24371,151.77568
"2858","Australia","GBR18",-23.20268,150.96978
"2859","Australia","GBR19",-23.21627,150.9634
"2860","Australia","GBR20",-23.16153,150.92055
"2861","Australia","GBR21",-23.15748,151.07047
"2862","Australia","GBR22",-23.15658,151.0729
"2863","Australia","GBR23",-20.37798,148.88837
"2864","Australia","GBR24",-19.81261,149.13292
"2865","Australia","GBR25",-19.81349,149.13617
"2866","Australia","GBR26",-19.79262,149.07111
"2867","Australia","GBR27",-19.79517,149.07878
"2868","Australia","GBR28",-18.56912,146.48232
"2879","Australia","GBR29",-17.65532,146.45682
"2880","Australia","GBR30",-17.51851,146.50336
"2881","Australia","GBR31",-17.51991,146.50098
"2882","Australia","GBR32",-17.52126,146.50107
"2899","Australia","GBR34",-16.92332,145.99627
"2902","Australia","GBR39",-14.66452,145.6632
"2905","Australia","CS178",-13.99381,146.69067
"2907","Australia","CS171",-15.48855,147.0903
"2909","Australia","CS172",-15.48253,147.0993
"2911","Australia","CS173",-15.48885,147.10716
"2913","Australia","CS179",-13.97563,146.67549
"2915","Australia","CS175",-15.4908,147.08723
"2917","Australia","CS176",-15.48135,147.10453
"2919","Australia","GBR36",-16.52168,145.53775
"2921","Australia","CS182",-13.89028,146.57249
"2923","Australia","GBR41",-13.97733,144.50067
"2925","Australia","GBR40",-13.97324,144.50097
"2926","Australia","CS184",-13.80117,146.54613
"2927","Australia","GBR43",-13.96062,144.37804
"2928","Australia","GBR33",-16.93323,145.98456
"2930","Australia","GBR35",-16.9221,145.99963
"2932","Australia","GBR37",-16.51779,145.5258
"2933","Australia","CS174",-15.48433,147.10759
"2937","Australia","CS177",-13.98559,146.69139
"2938","Australia","CS180",-13.96688,146.66721
"2939","Australia","CS181",-13.96617,146.6806
"2940","Australia","CS183",-13.88715,146.56733
"2942","Australia","GBR44",-13.95675,144.3855
"2951","Australia","GBR42",-13.98066,144.50024
"2954","Australia","GBR45",-12.28595,143.40371
"2955","Australia","GBR46",-12.28241,143.41092
"2957","Australia","GBR47",-12.28121,143.40709
"2959","Australia","CS186",-10.43422,144.45243
"2961","Australia","CS187",-10.44136,144.45293
"2963","Australia","CS190",-10.29918,144.5215
"2964","Australia","CS194",-10.03484,144.69893
"2966","Australia","CS192",-10.37655,144.53283
"2968","Australia","CS195",-10.21767,144.5954
"2970","Australia","CS196",-10.22136,144.59315
"2972","Australia","TS6",-10.38352,143.929
"2973","Australia","TS7",-10.28793,143.71759
"2975","Australia","CS199",-10.14325,144.4407
"2977","Australia","CS200",-10.11558,144.45777
"2978","Australia","CS201",-10.07613,144.4715
"2981","Australia","CS185",-10.44533,144.44918
"2986","Australia","GBR48",-12.28091,143.40302
"2987","Australia","GBR49",-12.29055,143.40232
"2988","Australia","CS188",-10.44121,144.43016
"2989","Australia","CS189",-10.44697,144.43347
"2990","Australia","CS191",-10.37448,144.53391
"2991","Australia","CS193",-10.03875,144.69198
"2992","Australia","CS197",-10.22733,144.58955
"2993","Australia","CS198",-10.23257,144.58684
"2994","Australia","TS8",-10.2875,143.70978
"3004","Nicaragua","NIC35",11.47667,-86.1625
"3005","Nicaragua","NIC36",11.52944,-86.19861
"3006","Nicaragua","NIC37",11.53694,-86.20389
"3007","Australia","GBR243",-23.53652,151.75731
"3009","Australia","GBR244",-23.5341,151.74968
"3011","Australia","GBR245",-23.53296,151.74516
"3013","Australia","GBR248",-23.49835,151.7747
"3015","Australia","GBR247",-23.49845,151.7789
"3017","Australia","GBR246",-23.50019,151.78232
"3019","Australia","GBR250",-23.25245,151.94545
"3021","Australia","GBR251",-23.24957,151.94255
"3023","Australia","GBR249",-23.25738,151.94713
"3025","Australia","GBR259",-23.17548,151.90863
"3027","Australia","GBR258",-23.1762,151.91215
"3029","Australia","GBR257",-23.1778,151.91543
"3031","Australia","NT20",-10.32329,132.70695
"3034","Australia","NT21",-10.32567,132.70608
"3035","Australia","NT22",-10.32259,132.71216
"3037","Australia","NT23",-10.3292,132.70797
"3038","Australia","NT24",-10.89047,132.78323
"3040","Australia","NT25",-10.90981,133.02106
"3042","Australia","NT26",-10.90471,133.02509
"3044","Australia","NT27",-10.91189,133.03697
"3045","Australia","NT28",-10.90088,133.03007
"3047","Australia","NT29",-10.91434,133.02695
"3049","Australia","NT30",-11.29259,133.79926
"3051","Australia","NT31",-11.29794,133.79705
"3053","Australia","NT32",-11.45221,133.71337
"3055","Australia","NT33",-11.43213,134.13394
"3057","Australia","NT34",-11.43542,134.13705
"3059","Australia","NT35",-11.94485,135.6048
"3061","Australia","NT36",-11.54674,136.42463
"3065","Australia","NT38",-11.65656,136.83032
"3067","Australia","NT39",-11.67792,136.81567
"3069","Australia","NT40",-11.64589,136.90555
"3071","Australia","NT41",-11.63092,136.92818
"3073","Australia","NT42",-11.61286,136.88966
"3075","Australia","NT43",-11.61786,136.87757
"3077","Australia","NT44",-12.08766,136.86673
"3079","Australia","NT45",-12.06836,136.87287
"3081","Australia","NT46",-12.09138,136.86574
"3083","Australia","NT47",-12.08731,136.8646
"3084","Australia","NT48",-12.08642,136.82581
"3086","Australia","NT49",-12.06204,136.61349
"3088","Australia","NT50",-12.0604,136.61107
"3090","Australia","NT51",-12.10804,136.78984
"3092","Australia","NT52",-12.88709,136.73149
"3094","Australia","NT53",-12.88063,136.7258
"3096","Australia","NT54",-12.88354,136.71155
"3098","Australia","NT55",-13.68147,136.44977
"3100","Australia","NT56",-14.30536,136.88546
"3102","Australia","NT57",-14.3085,136.88873
"3104","Australia","NT58",-14.35458,136.94998
"3106","Australia","NT59",-14.35117,136.94027
"3108","Australia","NT60",-15.46934,137.91781
"3110","Australia","GC11",-15.88759,139.03468
"3112","Australia","GC10",-16.06543,138.9105
"3117","Australia","GC8",-16.24374,139.60221
"3119","Australia","GC12",-15.52331,140.1165
"3121","Australia","GC13",-15.45387,140.18198
"3123","Australia","TS2",-10.6058,141.90612
"3125","Australia","GC15",-10.52637,141.47088
"3127","Australia","GC17",-10.49928,141.22807
"3129","Australia","GC16",-10.50174,141.22799
"3131","Australia","GC14",-10.74245,141.0585
"3133","Australia","TS9",-10.24809,142.47267
"3135","Australia","TS10",-10.24569,142.47559
"3137","Australia","TS27",-9.7946,142.62988
"3139","Australia","TS23",-9.88024,143.4815
"3141","Australia","TS24",-9.87725,143.48535
"3142","Australia","TS25",-9.8559,143.59106
"3144","Australia","TS26",-9.85555,143.59785
"3146","Australia","CS202",-10.06544,144.52417
"3148","Australia","CS203",-10.10677,144.68304
"3150","Australia","CS204",-10.10505,144.68513
"3152","Australia","CS205",-9.98595,144.67923
"3153","Australia","CS206",-9.97227,144.68823
"3154","Australia","CS207",-9.96837,144.69456
"3155","Australia","CS208",-9.98877,144.6913
"3157","Australia","CS209",-9.97456,144.694
"3160","Australia","CS210",-10.04321,144.68963
"3161","Australia","CS211",-10.14414,144.57626
"3163","Australia","CS212",-10.14587,144.57013
"3165","Australia","CS213",-10.15276,144.57715
"3167","Australia","CS214",-10.13842,144.5742
"3169","Australia","CS215",-10.23352,144.41098
"3171","Australia","CS216",-10.23137,144.41408
"3173","Australia","CS217",-10.23794,144.41244
"3175","Australia","CS218",-10.19376,144.41151
"3177","Australia","TS20",-9.95826,144.15061
"3179","Australia","TS18",-9.96107,144.15357
"3181","Australia","TS19",-9.96049,144.15589
"3183","Australia","TS17",-9.97146,144.1537
"3185","Australia","TS21",-9.9513,144.03178
"3187","Australia","TS22",-9.94215,144.02049
"3189","Australia","TS12",-10.06687,143.86969
"3191","Australia","TS11",-10.0696,143.87544
"3193","Australia","TS13",-10.06631,143.87446
"3195","Australia","TS16",-10.05737,143.83832
"3197","Australia","TS15",-10.05785,143.84266
"3199","Australia","TS14",-10.0599,143.883
"3205","Australia","TS5",-10.51905,143.09294
"3207","Australia","TS4",-10.52274,143.09259
"3209","Australia","TS3",-10.60265,141.90855
"3211","Belize","CBC1",16.77618,-88.0754
"3212","Belize","CBC2",16.8021,-88.07882
"3213","Belize","CBC3",16.80863,-88.08616
"3214","Belize","CBC6",16.80126,-88.08306
"3215","Belize","CBC14",16.86828,-88.06617
"3216","Belize","CBC17",16.78,-88.10123
"3217","East Timor","ET1",-8.55728,125.50053
"3219","Indonesia","AH1",-3.73226,128.13721
"3220","Indonesia","AH2",-3.73631,128.1349
"3221","Indonesia","AH3",-3.71001,128.10204
"3222","Indonesia","AH4",-3.71814,128.09338
"3223","Indonesia","AH5",-3.7677,128.1541
"3224","Indonesia","BS1",-4.5121,129.88875
"3225","Indonesia","BS2",-4.52338,129.89757
"3226","Indonesia","BS3",-4.51512,129.89878
"3227","Indonesia","BS4",-4.52632,129.89183
"3228","Indonesia","BS5",-4.50935,129.88402
"3229","Indonesia","BS6",-4.50583,129.88086
"3230","Indonesia","BS7",-4.51107,129.93881
"3231","Indonesia","BS8",-4.57843,130.03532
"3232","Indonesia","BS9",-4.63746,130.05772
"3233","Indonesia","BA1",-4.53,131.6519
"3234","Indonesia","BA2",-4.58683,131.68701
"3235","Indonesia","BA3",-4.53805,131.78299
"3236","Indonesia","BA8",-5.57744,132.70777
"3237","Indonesia","BA9",-5.57774,132.66299
"3238","Indonesia","BA10",-5.63704,132.62948
"3239","Indonesia","BA11",-5.66913,132.58354
"3240","Indonesia","BA12",-5.78261,132.62649
"3241","Indonesia","BA13",-6.00515,132.42802
"3242","Indonesia","TI1",-7.11347,131.42937
"3243","Indonesia","TI2",-7.23266,131.36471
"3244","Indonesia","TI3",-7.23763,131.37014
"3245","Indonesia","TI4",-7.44936,131.25861
"3246","Indonesia","TI5",-7.51491,131.14284
"3247","Indonesia","TI6",-7.87654,130.93653
"3248","Indonesia","TI7",-8.12118,131.11498
"3249","Indonesia","TI8",-8.31348,130.75911
"3250","Indonesia","TI9",-8.3154,130.76363
"3251","Australia","OS3",-9.88632,129.54748
"3252","Australia","OS4",-9.88453,129.41618
"3253","Australia","OS5",-11.13576,129.91309
"3254","Australia","OS6",-11.13407,129.91252
"3255","Australia","OS7",-10.89127,130.0992
"3256","Australia","OS8",-10.91023,130.09902
"3257","Australia","OS1",-9.87839984893799,129.287673950195
"3258","Australia","OS2",-9.88037967681885,129.28630065918
"3292","Indonesia","BA4",-4.71804,131.72684
"3294","Indonesia","BA5",-5.13609,132.01311
"3296","Indonesia","BA6",-5.1746,132.00893
"3298","Indonesia","BA7",-5.30438,131.99694
"3306","Australia","PIMP1",-29.69808,153.39755
"3314","Australia","GBR76",-19.80832,149.06582
"3320","Australia","CS221",-18.98545,152.34116
"3332","Australia","CS219",-19.24287,152.35543
"3336","Australia","CS220",-18.98672,152.34509
"3343","Australia","GBR145",-20.07311,148.92969
"3353","Caribbean Sea","CAR27",14.31107,-80.36544
"3354","Caribbean Sea","CAR28",14.3648,-80.27538
"3355","Caribbean Sea","CAR29",14.35256,-80.21694
"3356","Caribbean Sea","CAR30",14.36083,-80.22832
"3357","Caribbean Sea","CAR31",14.41114,-80.19104
"3358","Caribbean Sea","CAR32",14.45737,-80.25897
"3359","Caribbean Sea","CAR33",14.46479,-80.23952
"3360","Caribbean Sea","CAR34",14.30487,-80.35566
"3449","Belize","BZE1",16.80407,-88.07896
"3464","Belize","BZE2",16.79972,-88.07863
"3465","Belize","BZE3",16.80958,-88.08563
"3467","Belize","BZE4",16.75328,-88.09842
"3470","Belize","BZE5",16.78881,-88.07675
"3471","Belize","BZE6",16.80861,-88.08185
"3476","Australia","GBR72",-16.3902,145.5735
"3477","Australia","GBR78",-16.21338,145.7856
"3478","Australia","GBR71",-16.38648,145.5726
"3480","Australia","GBR77",-16.21103,145.7844
"3527","Australia","GBR62",-13.8185,144.28213
"3529","Australia","GBR79",-12.62743,143.58297
"3531","Australia","GBR58",-12.62531,143.58327
"3533","Australia","GBR56",-12.38175,143.75672
"3535","Australia","GBR55",-12.38375,143.76197
"3537","Australia","GBR57",-12.38391,143.772
"3676","Australia","GBR94",-22.37482,152.54288
"3684","Australia","GBR53",-11.76571,143.65005
"3686","Australia","GBR54",-12.16237,143.64859
"3696","Australia","GBR59",-12.87385,143.8151
"3698","Australia","GBR60",-12.87695,143.82034
"3700","Australia","GBR61",-12.00363,143.83904
"3704","Australia","GBR63",-13.99527,144.68397
"3706","Australia","GBR64",-13.98947,144.67643
"3708","Australia","GBR65",-14.0108,144.71335
"3710","Australia","GBR66",-14.49317,145.55476
"3712","Australia","GBR67",-14.51742,145.5309
"3714","Australia","GBR68",-14.74355,145.51577
"3716","Australia","GBR69",-14.7464,145.517
"3718","Australia","GBR70",-16.3835,145.571
"3724","Australia","GBR73",-16.5487,146.05
"3726","Australia","GBR74",-16.5515,146.05402
"3727","Australia","GBR75",-16.55537,146.05687
"3730","Australia","GBR215",-16.76915,145.973567
"3731","Australia","GBR214",-16.772867,145.977017
"3732","Australia","GBR202",-16.86967,146.23933
"3733","Australia","GBR203",-16.8535,146.24258
"3734","Australia","GBR198",-17.16005,146.00575
"3735","Australia","GBR197",-17.16215,146.00698
"3736","Australia","GBR196",-17.16368,146.01283
"3737","Australia","GBR199",-17.15843,146.01482
"3738","Australia","GBR190",-17.47175,146.40778
"3739","Australia","GBR191",-17.46858,146.40593
"3740","Australia","GBR169",-18.47873,146.88358
"3741","Australia","GBR172",-18.47182,146.87865
"3742","Australia","GBR176",-18.42833,147.05953
"3743","Australia","GBR175",-18.43517,147.06155
"3744","Australia","GBR155",-18.84637,146.54068
"3745","Australia","GBR154",-18.84722,146.54283
"3746","Australia","GBR165",-18.6292,147.08325
"3747","Australia","GBR166",-18.62263,147.08408
"3748","Australia","GBR170",-18.47673,147.06026
"3749","Australia","GBR171",-18.47453,147.05788
"3750","Australia","GBR174",-18.46053,147.0013
"3751","Australia","GBR173",-18.46287,147.00476
"3752","Australia","GBR167",-18.61763,147.44025
"3753","Australia","GBR158",-18.81132,147.67052
"3754","Australia","GBR157",-18.81732,147.66621
"3755","Australia","GBR149",-20.02943,149.6951
"3756","Australia","GBR151",-19.8088,149.4213
"3757","Australia","GBR152",-19.76625,149.38034
"3786","Australia","GBR80",-10.79166,142.97184
"3788","Australia","GBR82",-11.11549,143.02101
"3790","Australia","GBR83",-11.11333,143.01978
"3792","Australia","GBR85",-11.23159,143.35565
