"","country","site_code","latitude","longitude"
"6844","Australia","WA190",-24.81,113.17
"6846","Australia","WA192",-24.93,113.15
"6850","Australia","WA194",-25.73,113.09
"6851","Australia","WA63",-26.09,113.24
"6854","Australia","WA160",-28.46,113.77
"6856","Australia","WA159",-28.42,113.74
"6857","Australia","WA55",-28.46,113.77
"6859","Australia","WA158",-28.43,113.74
"6862","Australia","WA176",-28.86,113.99
"6865","Dominican Republic","DOMR1",18.37,-68.85
"6866","Dominican Republic","DOMR2",18.37,-68.85
"6867","Belize","CBC22",16.77,-88.16
"6868","Belize","BZE1",16.8,-88.08
"6869","Belize","CBC17",16.78,-88.1
"6870","Belize","CBC2",16.8,-88.08
"6871","Belize","CBC1",16.78,-88.08
"6872","Belize","CBC3",16.81,-88.09
"6873","Belize","CBC14",16.87,-88.07
"6874","Belize","CBC21",16.78,-88.08
"6875","Belize","CBC6",16.8,-88.08
"6876","Australia","GBR331",-18.61,146.48
"6877","Australia","GBR329",-18.66,146.51
"6879","Australia","GBR28",-18.57,146.48
"6881","Australia","GBR332",-18.59,146.5
"6883","Australia","GBR330",-18.66,146.49
"6884","New Zealand","KER11",-29.28,-177.9
"6885","New Zealand","KER12",-29.28,-177.9
"6887","New Zealand","KER9",-29.28,-177.9
"6890","New Zealand","KER18",-29.26,-177.89
"6892","New Zealand","KER19",-29.24,-177.88
"6894","New Zealand","KER10",-29.25,-177.89
"6896","Tonga","PAC68",-23.94,-179.12
"6898","Tonga","PAC69",-23.94,-179.14
"6899","Tonga","PAC67",-23.94,-179.13
"6902","Tonga","PAC64",-23.65,-178.93
"6903","Tonga","PAC63",-23.64,-178.93
"6906","Tonga","PAC62",-23.62,-178.93
"6908","Tonga","PAC65",-23.63,-178.93
"6910","Tonga","PAC61",-23.62,-178.9
"6912","Tonga","PAC66",-23.63,-178.94
"6913","Tonga","PAC59",-21.11,-174.98
"6914","Tonga","PAC60",-21.11,-174.98
"6917","Tonga","PAC58",-21.12,-175.16
"6919","Tonga","TONGA15",-20.5,-174.74
"6921","Tonga","PAC55",-20.5,-174.75
"6922","Tonga","PAC57",-20.5,-174.74
"6924","Tonga","TONGA16",-20.28,-174.8
"6925","Tonga","PAC56",-20.5,-174.74
"6928","Tonga","TONGA18",-20.27,-174.81
"6930","Tonga","TONGA20",-20.07,-174.77
"6931","Tonga","TONGA4",-19.94,-174.73
"6933","Australia","MBMP5",-27.4,153.44
"6934","Australia","MBMP7",-27.4,153.44
"6936","Tonga","TONGA21",-19.69,-175.02
"6937","Australia","MBMP1",-27.39,153.55
"6938","Australia","MBMP2",-27.41,153.53
"6942","Tonga","TONGA23",-19.69,-175.02
"6945","Tonga","TONGA6",-20.11,-174.7
"6947","Tonga","TONGA7",-20.02,-174.68
"6948","Australia","MBMP11",-27.39,153.55
"6949","Australia","MBMP6",-27.41,153.53
"6954","Tonga","PAC54",-19.96,-174.48
"6956","Tonga","TONGA25",-19.88,-174.42
"6957","Tonga","TONGA24",-19.87,-174.43
"6960","Tonga","TONGA26",-19.85,-174.43
"6961","Tonga","TONGA2",-19.84,-174.42
"6963","Tonga","TONGA27",-19.84,-174.41
"6965","Tonga","TONGA29",-19.87,-174.48
"6966","Tonga","TONGA28",-19.88,-174.47
"6967","Tonga","TONGA30",-19.87,-174.47
"6971","Tonga","TONGA33",-19.72,-174.34
"6972","Tonga","TONGA32",-19.71,-174.28
"6973","Tonga","TONGA31",-19.71,-174.29
"6977","Tonga","TONGA34",-19.65,-174.3
"6979","Tonga","TONGA35",-19.68,-174.29
"6981","Tonga","TONGA14",-18.69,-174.04
"6982","Tonga","TONGA36",-18.7,-174.03
"6985","Tonga","TONGA13",-18.69,-174.14
"6986","Tonga","TONGA12",-18.69,-174.14
"6988","Tonga","TONGA37",-18.71,-174.14
"6990","Tonga","TONGA38",-18.71,-174.13
"6991","Tonga","TONGA10",-18.72,-174.15
"6993","Tonga","TONGA11",-18.72,-174.15
"6996","Tonga","TONGA39",-18.72,-174.14
"6997","Tonga","TONGA9",-18.72,-174.08
"6998","Tonga","TONGA41",-18.72,-174.1
"6999","Tonga","TONGA40",-18.71,-174.1
"7001","Tonga","TONGA8",-18.71,-174.1
"7005","Tonga","TONGA45",-18.73,-174.1
"7006","Tonga","TONGA44",-18.74,-174.08
"7007","Tonga","TONGA42",-18.73,-174.08
"7008","Tonga","TONGA43",-18.73,-174.08
"7013","Tonga","TONGA46",-18.74,-174.11
"7015","Tonga","PAC49",-15.93,-173.78
"7017","Tonga","PAC48",-15.93,-173.78
"7019","Tonga","PAC47",-15.93,-173.77
"7020","Tonga","PAC46",-15.93,-173.76
"7023","Tonga","TONGA48",-15.92,-173.8
"7024","Tonga","PAC50",-15.93,-173.77
"7025","Tonga","TONGA47",-15.93,-173.79
"7029","Samoa","PAC45",-13.82,-171.76
"7031","Samoa","PAC44",-13.82,-171.76
"7033","Samoa","PAC173",-13.8,-171.93
"7034","Wallis and Futuna","WAF2",-13.3,-176.15
"7035","Wallis and Futuna","WAF1",-13.3,-176.15
"7038","Wallis and Futuna","WAF3",-13.29,-176.13
"7039","Wallis and Futuna","WAF4",-13.32,-176.14
"7042","Wallis and Futuna","WAF5",-13.31,-176.15
"7043","Wallis and Futuna","WAF8",-13.31,-176.16
"7044","Wallis and Futuna","WAF7",-13.32,-176.15
"7046","Wallis and Futuna","WAF6",-13.31,-176.15
"7050","Wallis and Futuna","WAF10",-13.36,-176.23
"7051","Wallis and Futuna","WAF11",-13.36,-176.23
"7053","Wallis and Futuna","WAF12",-13.37,-176.23
"7055","Wallis and Futuna","WAF9",-13.35,-176.23
"7058","Wallis and Futuna","WAF16",-13.39,-176.22
"7059","Wallis and Futuna","WAF15",-13.38,-176.21
"7060","Wallis and Futuna","WAF13",-13.37,-176.23
"7061","Wallis and Futuna","WAF14",-13.37,-176.23
"7066","Wallis and Futuna","WAF20",-13.32,-176.28
"7067","Wallis and Futuna","WAF17",-13.35,-176.28
"7069","Wallis and Futuna","WAF18",-13.34,-176.28
"7070","Wallis and Futuna","WAF19",-13.34,-176.28
"7074","Wallis and Futuna","WAF22",-13.3,-176.27
"7075","Wallis and Futuna","WAF21",-13.31,-176.28
"7076","Wallis and Futuna","WAF23",-13.28,-176.27
"7078","Wallis and Futuna","WAF24",-13.29,-176.27
"7082","Wallis and Futuna","WAF25",-13.25,-176.26
"7084","Wallis and Futuna","WAF26",-13.41,-176.43
"7085","Wallis and Futuna","WAF28",-13.33,-176.28
"7087","Wallis and Futuna","WAF27",-13.33,-176.28
"7088","Wallis and Futuna","WAF30",-13.38,-176.18
"7089","Wallis and Futuna","WAF32",-13.37,-176.18
"7091","Wallis and Futuna","WAF29",-13.38,-176.18
"7094","Wallis and Futuna","WAF31",-13.37,-176.17
"7096","Wallis and Futuna","WAF33",-13.37,-176.17
"7097","Wallis and Futuna","WAF34",-13.36,-176.16
"7099","Wallis and Futuna","WAF35",-13.39,-176.21
"7100","Wallis and Futuna","WAF36",-13.38,-176.22
"7103","Wallis and Futuna","WAF39",-14.33,-178.07
"7104","Wallis and Futuna","WAF38",-14.32,-178.06
"7105","Wallis and Futuna","WAF37",-14.32,-178.06
"7106","Wallis and Futuna","WAF40",-14.33,-178.07
"7111","Fiji","FIJI2",-16.78,179.32
"7112","Fiji","FIJI1",-16.73,179.33
"7114","Fiji","FIJI4",-17.24,179.43
"7115","Fiji","FIJI3",-17.24,179.43
"7118","Fiji","FIJI5",-17.23,179.39
"7119","Fiji","FIJI7",-17.26,179.34
"7121","Fiji","FIJI6",-17.23,179.36
"7124","Fiji","FIJI8",-17.28,179.36
"7126","Fiji","FIJI10",-16.82,179.28
"7127","Fiji","FIJI9",-16.82,179.27
"7129","Fiji","FIJI11",-16.81,179.29
"7131","Tanzania","TZN11",-6.29,39.18
"7132","Tanzania","TZN12",-6.28,39.18
"7133","Tanzania","TZN10",-6.28,39.18
"7137","Tanzania","TZN14",-5.76,39.22
"7138","Tanzania","TZN13",-5.86,39.21
"7141","Fiji","FIJI12",-16.77,-180
"7142","Fiji","FIJI13",-16.76,-179.97
"7145","Tanzania","TZN16",-5.24,39.61
"7147","Tanzania","TZN15",-5.26,39.6
"7149","Fiji","FIJI14",-16.69,-179.9
"7151","Tanzania","TZN18",-5.25,39.59
"7152","Tanzania","TZN17",-5.24,39.6
"7157","Fiji","FIJI15",-16.74,179.93
"7159","Fiji","FIJI16",-16.78,179.95
"7161","Tanzania","TZN20",-5.37,39.57
"7163","Tanzania","TZN19",-5.35,39.59
"7166","Fiji","FIJI17",-16.8,179.91
"7167","Fiji","FIJI18",-16.79,179.89
"7170","Fiji","FIJI20",-16.79,179.88
"7172","Fiji","FIJI19",-16.8,179.91
"7173","Tanzania","TZN21",-5.79,39.39
"7174","Tanzania","TZN22",-5.85,39.4
"7177","Tanzania","TZN23",-5.76,39.27
"7178","Tanzania","TZN24",-5.76,39.27
"7182","Tanzania","TZN26",-6.11,39.16
"7183","Tanzania","TZN25",-6.12,39.17
"7184","Tanzania","TZN27",-6.11,39.16
"7190","Tanzania","TZN30",-6.28,39.17
"7191","Tanzania","TZN28",-6.33,39.24
"7192","Tanzania","TZN29",-6.28,39.17
