,country,site_id,site_name,year_est,lfp,priority,included
8293,Greece,AIGRC452,tinos: myrsini - akrotirio livada,,,,#N/A
8295,Greece,AIGRC454,voreioanatoliki tinos kai nisides,,,,#N/A
8301,Greece,AIGRC455,anafi: anatoliko kai voreio tmima kai gyro nisides,,,,#N/A
8306,Greece,AIGRC456,paraktia kai thalassia zoni voreias anafis,,,,#N/A
8309,Greece,AIGRC457,paraktia thalassia zoni apo argostoli eos vlachata (kefalonia) kai ormos mounta,,,,#N/A
8315,Greece,AIGRC458,thalassia zoni apo argostoli eos ormo mounta,,,,#N/A
8323,Greece,AIGRC459,paraktia thalassia zoni apo kanoni eos mesongi (kerkyra),,,,#N/A
8326,Greece,AIGRC462,korinthiakos kolpos,,,,#N/A
8366,Greece,AIGRC473,nisos polyaigos - kimolos,,,,#N/A
8370,Greece,AIGRC475,"prassano farangi - patsos - sfakoryako rema - paralia rethymnou kai ekvoli geropotamou, akr. lianos kavos - perivolia",,,,#N/A
8374,Greece,AIGRC477,samos: paralia alyki,,,,#N/A
8376,Greece,AIGRC479,santorini: nea kai palia kameni - profitis ilias,,,,#N/A
8380,Greece,AIGRC480,sifnos: profitis ilias mechri dytikes aktes kai thalassia periochi,,,,#N/A
8382,Greece,AIGRC483,sounio - nisida patroklou kai paraktia thalassia zoni,,,,#N/A
8385,Greece,AIGRC485,syros: oros syringas eos paralia,,,,#N/A
8387,Greece,AIGRC486,voreia syros kai nisides,,,,#N/A
8393,Greece,AIGRC487,thalassia periochi kai yfaloi voreioanatolikis evvoias,,,,#N/A
8397,Greece,AIGRC488,thalassia periochi koloumvo,,,,#N/A
8399,Greece,AIGRC489,thalassia periochi kolpou kyparissias: akr. katakolo - kyparissia,,,,#N/A
8408,Greece,AIGRC49,evros delta,,,,#N/A
8413,Greece,AIGRC492,thalassia periochi notias patmou,,,,#N/A
8417,Greece,AIGRC493,thalassia periochi notiou evvoikou kolpou,,,,#N/A
8431,Greece,AIGRC494,thalassia periochi pafsania – ypothalassia ifaisteia methanon,,,,#N/A
8433,Greece,AIGRC495,thalassia periochi thrakis,,,,#N/A
8450,Greece,AIGRC500,voreiodytiki kythnos: oros atheras - akrotirio kefalos kai paraktia zoni,,,,#N/A
8452,Greece,AIGRC502,vrachonisides kalogeroi kai thalassia zoni,,,,#N/A
8453,Greece,AIGRC503,vravrona - paraktia thalassia zoni,,,,#N/A
8455,Greece,AIGRC508,"islands of aspronissos, argos, marangos, repi, tsoukria, tsoukriaki and maritime areas of skiathos and skopelos islands",,,,#N/A
8463,Greece,AIGRC509,northern dodecanese islands and marine area,,,,#N/A
8477,Greece,AIGRC510,saronic gulf islands and marine area,,,,#N/A
8486,Greece,AIGRC6,"nisia kyra panagia, piperi, psathoura kai gyro nisides agios georgios, nisoi adelfoi, lechousa, gaidouronisia",,,,#N/A
8501,Greece,AIGRC61,alyki kitrous - evryteri periochi,,,,#N/A
8502,Greece,AIGRC64,delta axiou - loudia - aliakmona - alyki kitrous,,,,#N/A
8512,Greece,AIGRC65,delta axiou - loudia - aliakmona - evryteri periochi - axioupoli,,,,#N/A
6416,Finland,AIFIN33,tammisaaren ja hangon saariston ja pohjanpitäjänlahden merensuojelualue,,,,Finland
6446,Finland,AIFIN34,tulliniemen linnustonsuojelualue,,,,Finland
6455,Finland,AIFIN35,uudenkaarlepyyn saaristo,,,,Finland
8550,Denmark,AIGRL3,melville bay,,,,#N/A
8747,Denmark,AIGRL4,nationalparken i nord- og østgrønland,,,,#N/A
18871,Denmark,AIGRL6,kitsissunnguit/grønne ejland,,,,#N/A
18876,Denmark,AIGRL7,akilia,,,,#N/A
18877,Denmark,AIGRL8,ivittuut and kangilinnguit,,,,#N/A
18893,Denmark,AIGRL9,uunartoq,,,,#N/A
18895,Guatemala,AIGTM11,hawaii multiple use area,,,,#N/A
18898,Guatemala,AIGTM4,punta de manabique wildlife refuge,,,,#N/A
6471,Finland,AIFIN36,uudenkaupungin saaristo,,,,Finland
6452,Finland,AIFIN349,vanhankaupunginlahden lintuvesi,,,,Finland
6904,Finland,AIFIN448,vihas-keihäslahti,,,,Finland
7018,French Antilles,AIFRCAR144,precheur regional marine nature reserve - reserve marine albert falco - zpe exclusive fishing zone,2014,,,French Antilles
19065,Honduras,AIHND100,bay islands marine national park - zrp coco view caribbean,1997,,,#N/A
19067,Honduras,AIHND101,bay islands marine national park - zrp blue rock point,1997,,,#N/A
7012,French Antilles,AIFRCAR140,precheur regional marine nature reserve - reserve marine albert falco - zpr1,2014,,,French Antilles
19086,Honduras,AIHND107,chismuyo bay,,,,#N/A
7014,French Antilles,AIFRCAR141,precheur regional marine nature reserve - reserve marine albert falco - zpr2,2014,,,French Antilles
19100,Honduras,AIHND114,gulf of fonseca archipelago,,,,#N/A
7015,French Antilles,AIFRCAR142,precheur regional marine nature reserve - reserve marine albert falco - zrn1,2014,,,French Antilles
7016,French Antilles,AIFRCAR143,precheur regional marine nature reserve - reserve marine albert falco - zrn2,2014,,,French Antilles
7326,Georgia,AIGEO5,kolkheti national park- managed nature protection zone,1998,,,Georgia
19115,Honduras,AIHND129,san lorenzo,,,,#N/A
7315,Georgia,AIGEO4,kolkheti national park- strict nature protection zone,1998,,,Georgia
4994,Germany,AIDEU88,granitz,1990,,,Germany
4863,Germany,AIDEU161,hund und paapsand,2001,,,Germany
19138,Honduras,AIHND137,san bernardo,,,,#N/A
4986,Germany,AIDEU83,jasmund national park,1990,,,Germany
19144,Honduras,AIHND141,los delgaditos,,,,#N/A
4957,Germany,AIDEU75,nsg schwansener see,1992,,,Germany
19148,Honduras,AIHND147,las iguanas y punta condega,,,,#N/A
19151,Honduras,AIHND15,punta izopo national park,,,,#N/A
4982,Germany,AIDEU80,riedensee,2010,,,Germany
4890,Germany,AIDEU70,schlei incl. schleimünde und vorgelagerter flachgründe,2010,,,Germany
19162,Honduras,AIHND34,barras de cuero y salado wildlife refuge,,,,#N/A
19167,Honduras,AIHND5,blanca jeannette kawas national park,,,,#N/A
4915,Germany,AIDEU73,unterelbe,2001,,,Germany
4962,Germany,AIDEU77,unterelbe bis wedel,2000,,,Germany
7381,Greece,AIGRC150,alyki lefkimmis (kerkyra),,,,Greece
19194,Honduras,AIHND64,bahía de tela wildlife refuge,,,,#N/A
19207,Honduras,AIHND74,cayos cochinos marine national monument,,,,#N/A
7519,Greece,AIGRC204,dytikes kai voreioanatolikes aktes zakynthou,,,,Greece
7544,Greece,AIGRC210,ekvoles potamou strymona,,,,Greece
19243,Honduras,AIHND77,bay islands marine national park,,,,#N/A
7617,Greece,AIGRC242,folegandros anatoliki mechri dytiki sikino kai thalassia zoni,,,,Greece
19295,Honduras,AIHND80,bay islands marine national park - zde utila town,1997,,,#N/A
19297,Honduras,AIHND81,bay islands marine national park - zde oyster bed lagoon,1997,,,#N/A
19298,Honduras,AIHND82,bay islands marine national park - zde oak ridge,1997,,,#N/A
19299,Honduras,AIHND83,bay islands marine national park - zde pollytilly bight,1997,,,#N/A
19300,Honduras,AIHND84,bay islands marine national park - zde punta gorda,1997,,,#N/A
19301,Honduras,AIHND85,bay islands marine national park - zde flowersbaycoxen,1997,,,#N/A
19303,Honduras,AIHND86,bay islands marine national park - zde french harbour,1997,,,#N/A
19304,Honduras,AIHND87,bay islands marine national park - zde savannah bight,1997,,,#N/A
19305,Honduras,AIHND88,bay islands marine national park - zde east end,1997,,,#N/A
19306,Honduras,AIHND89,bay islands marine national park - zde aeropuerto,1997,,,#N/A
19308,Honduras,AIHND90,bay islands marine national park - zde el_bight,1997,,,#N/A
19309,Honduras,AIHND91,bay islands marine national park - zde los cayitos,1997,,,#N/A
8521,Greece,AIGRC72,gyaros,,,,Greece
8526,Greece,AIGRC86,karpathos - sarias,,,,Greece
7462,Greece,AIGRC180,limnothalassa agiou mama,,,,Greece
19317,Honduras,AIHND95,bay islands marine national park - zpem half moon cay,1997,,,#N/A
19321,Honduras,AIHND96,bay islands marine national park - zpem michael rock - land area,1997,,,#N/A
19322,Honduras,AIHND97,bay islands marine national park - zpem turtle harbour,1997,,,#N/A
19323,Honduras,AIHND98,bay islands marine national park - zr mud hole crawfish,1997,,,#N/A
7912,Greece,AIGRC333,limnothalassa angelochoriou,,,,Greece
19328,Haiti,AIHTI6,les trois baies,,,,#N/A
7913,Greece,AIGRC334,limnothalassa antinioti (kerkyra),,,,Greece
19342,Chagos Archipelago - British Indian Ocean Territory,AIIOT3,under negotiation: chagos archipelago marine protected area,,,,#N/A
19568,Ireland,AIIRL110,glengarriff harbour and woodland sac,,,,#N/A
19569,Ireland,AIIRL130,inishbofin and inishshark sac,,,,#N/A
19573,Ireland,AIIRL142,inishmurray spa,,,,#N/A
19574,Ireland,AIIRL15,ballyhoorisky point to fanad head sac,,,,#N/A
19576,Ireland,AIIRL159,killala bay/moy estuary sac,,,,#N/A
19580,Ireland,AIIRL160,killala bay/moy estuary spa,,,,#N/A
19584,Ireland,AIIRL177,lough nagreany dunes sac,,,,#N/A
19585,Ireland,AIIRL179,lough swilly spa,,,,#N/A
19593,Ireland,AIIRL184,magherabeg dunes sac,,,,#N/A
19594,Ireland,AIIRL210,puffin island spa,,,,#N/A
19596,Ireland,AIIRL218,river shannon and river fergus estuaries spa,,,,#N/A
19617,Ireland,AIIRL226,rogerstown estuary spa,,,,#N/A
19621,Ireland,AIIRL237,sheephaven sac,,,,#N/A
19625,Ireland,AIIRL248,south dublin bay sac,,,,#N/A
19628,Ireland,AIIRL276,trawbreaga bay spa,,,,#N/A
19633,Ireland,AIIRL279,valencia harbour/portmagee channel sac,,,,#N/A
19638,Ireland,AIIRL53,carrowmore dunes sac,,,,#N/A
19640,Israel,AIISR13,shiqmona,,,,#N/A
7923,Greece,AIGRC343,limnothalasses stenon lefkadas (palionis - avlimon) kai alykes lefkadas,,,,Greece
19643,Israel,AIISR15,yam dor habonim,,,,#N/A
19644,Israel,AIISR17,dor islands and ma‘agan michael islands,,,,#N/A
19646,Israel,AIISR19,yam gador,,,,#N/A
19647,Israel,AIISR21,yam evtah,,,,#N/A
19648,Israel,AIISR23,yam shiqma,,,,#N/A
19651,Israel,AIISR5,rosh hanikra - akhziv,2005,4,High,#N/A
19653,Italy,AIITA11,area marina protetta capo caccia - isola piana - fascia esterna,2002,,,#N/A
8531,Greece,AIGRC99,"messolonghi - aetoliko lagoons, estuaries of acheloos and evinos and echinades islands",,,,Greece
7509,Greece,AIGRC202,nisos dia,,,,Greece
8058,Greece,AIGRC395,skyros: oros kochylas,,,,Greece
7725,Greece,AIGRC277,thalassia periochi kavalas - thasou,,,,Greece
24734,South Africa,AIZAF221,dwesa-cwebe marine protected area - central controlled zone,2000,,,South Africa
24732,South Africa,AIZAF220,dwesa-cwebe marine protected area - northern controlled zone,2000,,,South Africa
24737,South Africa,AIZAF223,dwesa-cwebe marine protected area - northern restricted zone,2000,,,South Africa
24741,South Africa,AIZAF225,dwesa-cwebe marine protected area - offshore restricted zone,2000,,,South Africa
24735,South Africa,AIZAF222,dwesa-cwebe marine protected area - southern controlled zone,2000,,,South Africa
24739,South Africa,AIZAF224,dwesa-cwebe marine protected area - southern restricted zone,2000,,,South Africa
7312,Grenada,AIGD9b,sandy island oyster bed marine protected area - recreational non-extractive zone,,,,Grenada
19684,Italy,AIITA154,isole pelagie,,,,#N/A
19688,Italy,AIITA155,isole pelagie - zone a,2002,,,#N/A
19689,Italy,AIITA156,isole pelagie - zone b,2002,,,#N/A
19690,Italy,AIITA157,isole pelagie - zone c,2002,,,#N/A
7314,Grenada,AIGD9c,sandy island oyster bed marine protected area - reef fish protection zone,,,,Grenada
7310,Grenada,AIGD9a,sandy island oyster bed marine protected area - restricted fishing zone,,,,Grenada
19269,Honduras,AIHND78,bay islands marine national park - buffer zone,,,,Honduras
19699,Italy,AIITA166,riserva naturale orientata/integrale isola di linosa e lampione - zone a,,,,#N/A
19068,Honduras,AIHND102,bay islands marine national park - multiple uses zones,,,,Honduras
19702,Italy,AIITA171,national park isola di pantelleria,,,,#N/A
19705,Italy,AIITA205,capo gallo - isola delle femmine - zone a,2002,,,#N/A
19707,Italy,AIITA206,capo gallo - isola delle femmine - zone b,2002,,,#N/A
19710,Italy,AIITA207,capo gallo - isola delle femmine - zone c,2002,,,#N/A
19713,Italy,AIITA229,isole dello stagnone di marsala,,,,#N/A
19314,Honduras,AIHND94,bay islands marine national park - zpem michael rock - offshore area,,,,Honduras
19720,Italy,AIITA234,isole egadi,,,,#N/A
19730,Italy,AIITA235,isole egadi - zone a - integral reserve,2002,,,#N/A
19312,Honduras,AIHND93,bay islands marine national park - zpem sta elena barbar,,,,Honduras
19310,Honduras,AIHND92,bay islands marine national park - zpem west end sandy b,,,,Honduras
19325,Honduras,AIHND99,bay islands marine national park - zrp new port royal,,,,Honduras
19121,Honduras,AIHND13,blanca jeannette kawas national park - buffer zone,1994,,,Honduras
19185,Honduras,AIHND6,blanca jeannette kawas national park- core zone,1994,,,Honduras
19230,Honduras,AIHND76,cayos cochinos marine national monument - buffer zone,2003,,,Honduras
19221,Honduras,AIHND75,cayos cochinos marine national monument - core zone,2003,,,Honduras
19762,Italy,AIITA293,area marina protetta isole ciclopi - zone a,2002,,,#N/A
19763,Italy,AIITA294,area marina protetta isole ciclopi - zone b,2002,,,#N/A
19764,Italy,AIITA295,area marina protetta isole ciclopi - zone c,2002,,,#N/A
19093,Honduras,AIHND112,chismuyo bay - buffer zone - sustainable use of extensive resources - fishing sector,1999,,,Honduras
19767,Italy,AIITA338,capo rizzuto - zone a,1991,,,#N/A
19770,Italy,AIITA339,capo rizzuto - zone b,1991,,,#N/A
19779,Italy,AIITA340,capo rizzuto - zone c,1991,,,#N/A
19787,Italy,AIITA353,arcipelago toscano - zone 1,2015,5,High,#N/A
19177,Honduras,AIHND52,cuyamel - omoa national park,2019,,,Honduras
19799,Italy,AIITA355,arcipelago toscano - zone ma,1989,,,#N/A
19801,Italy,AIITA356,arcipelago toscano - zone ma - archeological area,1989,,,#N/A
19181,Honduras,AIHND54,cuyamel - omoa national park - buffer zone,2019,,,Honduras
19804,Italy,AIITA358,arcipelago toscano - zone mb (restricted regulation area),1989,,,#N/A
19114,Honduras,AIHND121,gulf of fonseca archipelago - buffer zone - sub zone of sustainable use of intensive resources- sub zone of human settlements,1999,,,Honduras
19106,Honduras,AIHND117,gulf of fonseca archipelago - buffer zone - sustainable use of extensive resources - agricultural production sector,1999,,,Honduras
19810,Italy,AIITA361,arcipelago toscano - isola di pianosa,1989,,,#N/A
19108,Honduras,AIHND119,gulf of fonseca archipelago - buffer zone - sustainable use of extensive resources - fishing sector,1999,,,Honduras
19155,Honduras,AIHND151,las iguanas y punta condega - buffer zone - sustainable use of extensive resources - fishing sector,1999,,,Honduras
19146,Honduras,AIHND144,los delgaditos - buffer zone - sustainable use of extensive resources - fishing sector,1999,,,Honduras
19158,Honduras,AIHND20,punta izopo national park - buffer zone,2000,,,Honduras
19983,Italy,AIITA41,arcipelago della maddalena,,,,#N/A
19141,Honduras,AIHND140,san bernado - buffer zone - sustainable use of extensive resources - fishing sector,,,,Honduras
19994,Italy,AIITA42,arcipelago della maddalena zone ma,1994,,,#N/A
20001,Italy,AIITA420,miramare marine protected area - zone a,1986,,,#N/A
20003,Italy,AIITA421,miramare marine protected area - zone b,1986,,,#N/A
19135,Honduras,AIHND135,san lorenzo - buffer zone - public use zone,1999,,,Honduras
20010,Italy,AIITA424,porto cesareo - zone a,1997,,,#N/A
19129,Honduras,AIHND134,san lorenzo - buffer zone - sustainable use of extensive resources - fishing sector,1999,,,Honduras
19064,Hong Kong,AIHKG4,cape d'aguilar marine reserve,1996,,,"Hong Kong SAR, China"
19339,Indonesia,AIIDN474d,aceh jaya coastal park - other zone - rehabilitation subzones,,,,Indonesia
19641,Israel,AIISR14,yam dor habonim,2002,,,Israel
20023,Italy,AIITA43,arcipelago della maddalena zone mb,,,,Italy
19792,Italy,AIITA354,arcipelago toscano - zone 2,1989,4,High,Italy
19802,Italy,AIITA357,arcipelago toscano - zone mb,1989,,,Italy
19806,Italy,AIITA359,arcipelago toscano - zone mc,1989,,,Italy
20041,Italy,AIITA450,punta campanella - zone b,2009,,,#N/A
19808,Italy,AIITA360,arcipelago toscano - zone md,1989,,,Italy
19680,Italy,AIITA147,area marina protetta isola di ustica - zone b,1986,,,Italy
19681,Italy,AIITA148,area marina protetta isola di ustica - zone c,1986,,,Italy
19660,Italy,AIITA133,area marina protetta penisola del sinis - isola di mal di ventre,1997,,,Italy
20064,Italy,AIITA48,"area marina protetta tavolara - punta coda cavallo - il tratto di mare all'interno del confine dell'area protetta marina, escludendo le zone a e le zone b",1997,,,Italy
20056,Italy,AIITA474,parco sommerso di baia - zone a,2002,,,#N/A
20057,Italy,AIITA475,parco sommerso di baia - zone b,2002,,,#N/A
20058,Italy,AIITA476,parco sommerso di baia - zone c,2002,,,#N/A
20059,Italy,AIITA478,cinque terre - area marina protetta cinque terre,,,,#N/A
20062,Italy,AIITA479,cinque terre - area marina protetta cinque terre - zone a,1997,,,#N/A
20167,Italy,AIITA69,capo carbonara,1998,,,Italy
20070,Italy,AIITA480,cinque terre - area marina protetta cinque terre - zone b,1997,,,#N/A
20072,Italy,AIITA481,cinque terre - area marina protetta cinque terre - zone c,1997,,,Italy
20075,Italy,AIITA49,il tratto di mare circostante l'isola di molara e la zona a di molarotto,1997,,,#N/A
20076,Italy,AIITA494,costa degli infreschi e della masseta,,,,#N/A
20079,Italy,AIITA495,costa degli infreschi e della masseta - zone a,2009,,,#N/A
20080,Italy,AIITA496,costa degli infreschi e della masseta - zone b,2009,,,#N/A
20083,Italy,AIITA498,costa degli infreschi e della masseta - zone c,2009,,,#N/A
20086,Italy,AIITA50,"il tratto di mare compreso tra capo ceraso e il limite sud della caletta sa enas appara, per un'ampiezza di circa 700 metri",1997,,,#N/A
20088,Italy,AIITA507,gaiola or parco sommerso di gaiola,,,,#N/A
20089,Italy,AIITA508,parco sommerso di gaiola - zona a,2002,,,#N/A
20090,Italy,AIITA509,parco sommerso di gaiola - zona b,2002,,,#N/A
20091,Italy,AIITA51,il tratto di mare compreso tra coda dellu furru e punta di tamerigio (capo coda cavallo),1997,,,#N/A
20092,Italy,AIITA512,isola di bergeggi - area marina protetta isola di bergeggi,,,,#N/A
20093,Italy,AIITA513,isola di bergeggi - area marina protetta isola di bergeggi - zone a,2007,,,#N/A
20094,Italy,AIITA514,isola di bergeggi - area marina protetta isola di bergeggi - zone b,2007,,,#N/A
20095,Italy,AIITA515,isola di bergeggi - area marina protetta isola di bergeggi - zone c,2007,,,#N/A
20096,Italy,AIITA519,isole di ventotene e santo stefano - area naturale marina protetta isole di ventotene e santo stefanoisole di ventotene e santo stefano - area naturale marina protetta isole di ventotene e santo stefanoisole di ventotene e santo stefano - area naturale marina protetta isole di ventotene e santo stefanoisole di ventotene e santo stefano - area naturale marina protetta isole di ventotene e santo stefanoisole di ventotene e santo stefano - area naturale marina protetta isole di ventotene e santo stefanoisole di ventotene e santo stefano - area naturale marina protetta isole di ventotene e santo stefanoisole di ventotene e santo stefano - area naturale marina protetta isole di ventotene e santo stefanoisole di ventotene e santo stefano - area naturale marina protetta isole di ventotene e santo stefanoisole di ventotene e santo stefano - area naturale marina protetta isole di ventotene e santo stefanoisole di ventotene e santo stefano - area naturale marina protetta isole di ventotene e santo stefanoisole di ventotene e santo stefano - area naturale marina protetta isole di ventotene e santo stefanoisole di ventotene e santo stefano - area naturale marina protetta isole di ventotene e santo stefanoisole di ventotene e santo stefano - area naturale marina protetta isole di ventotene e santo stefanoisole di ventotene e santo stefano - area naturale marina protetta isole di ventotene e santo stefanoisole di ventotene e santo stefano - area naturale marina protetta isole di ventotene e santo stefano,,,,#N/A
19715,Italy,AIITA23,fascia esterna,,,,Italy
20102,Italy,AIITA520,isole di ventotene e santo stefano - area naturale marina protetta isole di ventotene e santo stefano - zone aisole di ventotene e santo stefano - area naturale marina protetta isole di ventotene e santo stefano - zone aisole di ventotene e santo stefano - area naturale marina protetta isole di ventotene e santo stefano - zone aisole di ventotene e santo stefano - area naturale marina protetta isole di ventotene e santo stefano - zone aisole di ventotene e santo stefano - area naturale marina protetta isole di ventotene e santo stefano - zone aisole di ventotene e santo stefano - area naturale marina protetta isole di ventotene e santo stefano - zone aisole di ventotene e santo stefano - area naturale marina protetta isole di ventotene e santo stefano - zone aisole di ventotene e santo stefano - area naturale marina protetta isole di ventotene e santo stefano - zone aisole di ventotene e santo stefano - area naturale marina protetta isole di ventotene e santo stefano - zone aisole di ventotene e santo stefano - area naturale marina protetta isole di ventotene e santo stefano - zone aisole di ventotene e santo stefano - area naturale marina protetta isole di ventotene e santo stefano - zone aisole di ventotene e santo stefano - area naturale marina protetta isole di ventotene e santo stefano - zone aisole di ventotene e santo stefano - area naturale marina protetta isole di ventotene e santo stefano - zone aisole di ventotene e santo stefano - area naturale marina protetta isole di ventotene e santo stefano - zone a,1997,,,Italy
20103,Italy,AIITA521,isole di ventotene e santo stefano - area naturale marina protetta isole di ventotene e santo stefano - zone bisole di ventotene e santo stefano - area naturale marina protetta isole di ventotene e santo stefano - zone bisole di ventotene e santo stefano - area naturale marina protetta isole di ventotene e santo stefano - zone bisole di ventotene e santo stefano - area naturale marina protetta isole di ventotene e santo stefano - zone bisole di ventotene e santo stefano - area naturale marina protetta isole di ventotene e santo stefano - zone bisole di ventotene e santo stefano - area naturale marina protetta isole di ventotene e santo stefano - zone bisole di ventotene e santo stefano - area naturale marina protetta isole di ventotene e santo stefano - zone bisole di ventotene e santo stefano - area naturale marina protetta isole di ventotene e santo stefano - zone bisole di ventotene e santo stefano - area naturale marina protetta isole di ventotene e santo stefano - zone bisole di ventotene e santo stefano - area naturale marina protetta isole di ventotene e santo stefano - zone bisole di ventotene e santo stefano - area naturale marina protetta isole di ventotene e santo stefano - zone bisole di ventotene e santo stefano - area naturale marina protetta isole di ventotene e santo stefano - zone bisole di ventotene e santo stefano - area naturale marina protetta isole di ventotene e santo stefano - zone bisole di ventotene e santo stefano - area naturale marina protetta isole di ventotene e santo stefano - zone b,1997,,,Italy
20105,Italy,AIITA522,isole di ventotene e santo stefano - area naturale marina protetta isole di ventotene e santo stefano - zone cisole di ventotene e santo stefano - area naturale marina protetta isole di ventotene e santo stefano - zone cisole di ventotene e santo stefano - area naturale marina protetta isole di ventotene e santo stefano - zone cisole di ventotene e santo stefano - area naturale marina protetta isole di ventotene e santo stefano - zone cisole di ventotene e santo stefano - area naturale marina protetta isole di ventotene e santo stefano - zone cisole di ventotene e santo stefano - area naturale marina protetta isole di ventotene e santo stefano - zone cisole di ventotene e santo stefano - area naturale marina protetta isole di ventotene e santo stefano - zone cisole di ventotene e santo stefano - area naturale marina protetta isole di ventotene e santo stefano - zone cisole di ventotene e santo stefano - area naturale marina protetta isole di ventotene e santo stefano - zone cisole di ventotene e santo stefano - area naturale marina protetta isole di ventotene e santo stefano - zone cisole di ventotene e santo stefano - area naturale marina protetta isole di ventotene e santo stefano - zone cisole di ventotene e santo stefano - area naturale marina protetta isole di ventotene e santo stefano - zone cisole di ventotene e santo stefano - area naturale marina protetta isole di ventotene e santo stefano - zone cisole di ventotene e santo stefano - area naturale marina protetta isole di ventotene e santo stefano - zone c,1997,,,Italy
19733,Italy,AIITA236,isole egadi - zone b - general reserve,1991,,,Italy
20108,Italy,AIITA531,isole tremiti,,,,#N/A
20112,Italy,AIITA532,isole tremiti - zone a,2002,,,#N/A
20113,Italy,AIITA533,isole tremiti - zone b,2002,,,#N/A
20115,Italy,AIITA534,isole tremiti - zone c,2002,,,#N/A
20118,Italy,AIITA537,regno di nettuno - area marina protetta regno di nettuno,2008,2,High,#N/A
19738,Italy,AIITA237,isole egadi - zone c - partial reserve,1991,,,Italy
20124,Italy,AIITA539,regno di nettuno - area marina protetta regno di nettuno - zone b n.t.,2008,5,High,#N/A
19747,Italy,AIITA238,isole egadi - zone d - protected,1991,,,Italy
20127,Italy,AIITA540,regno di nettuno - area marina protetta regno di nettuno - zone b,2008,3,High,#N/A
20132,Italy,AIITA541,regno di nettuno - area marina protetta regno di nettuno - zone c,2008,3,High,#N/A
20188,Italy,AIITA745,l'oasi marina città di caorle,,,,Italy
20138,Italy,AIITA547,santa maria di castellabate - area marina protetta santa maria di castellabate,,,,#N/A
19992,Italy,AIITA419,miramare marine protected area,,,,Italy
20107,Italy,AIITA53,"nell'isola di tavolara la punta a sud di cala di levante, punta del papa e il punto in costa a sud-est della punta del passo maloie relativi territori costieri appartenenti al demanio marittimo",,,,Italy
20098,Italy,AIITA52,"nell'isola di tavolara l'area di mare costiera del lato nord-occidentale, per un'ampiezza di circa 500 metri dalla costa e, dei lati nord-orientale e sud-orientale, per un'ampiezza di circa 300 metri dalla zona a",,,,Italy
20126,Italy,AIITA54,"nell'isola molarotto, l'area pentagonale circostante molarotto, per un'ampiezza di circa 750 metri ad est e ad ovest (lati); circa 1.000 metri a nord (vertice); circa 1.500 metri a sud (lato).",,,,Italy
19822,Italy,AIITA4,pelagos (italian waters),,1,High,Italy
20150,Italy,AIITA557,secche di tor paterno - area naturale marina protetta secche di tor paterno,,,,#N/A
20152,Italy,AIITA559,torre del cerrano - area marina protetta torre del cerrano,,,,#N/A
20005,Italy,AIITA423,porto cesareo,,,,Italy
20013,Italy,AIITA425,porto cesareo - zone b,,,,Italy
20018,Italy,AIITA426,porto cesareo - zone c,,,,Italy
20029,Italy,AIITA440,portofino - area naturale marina protetta portofino,,,,Italy
20039,Italy,AIITA449,punta campanella - zone a,,,,Italy
20044,Italy,AIITA451,punta campanella -zone c,,,,Italy
20123,Italy,AIITA538,regno di nettuno - area marina protetta regno di nettuno - zone a,,,,Italy
20137,Italy,AIITA542,regno di nettuno - area marina protetta regno di nettuno - zone d,,,,Italy
20171,Italy,AIITA70,residuo tratto di mare all'interno del perimetro dell'area marina protetta,,,,Italy
20175,Italy,AIITA71,residuo tratto di mare circostante alle zone a e b,,,,Italy
19765,Italy,AIITA307,riserva naturale orientata isola bella - zone b,,,,Italy
19691,Italy,AIITA162,riserva naturale orientata isola di lampedusa - zone a,,,,Italy
19693,Italy,AIITA163,riserva naturale orientata isola di lampedusa - zone b,,,,Italy
19695,Italy,AIITA164,riserva naturale orientata isola di lampedusa - zone c,,,,Italy
19701,Italy,AIITA167,riserva naturale orientata/integrale isola di linosa e lampione - zone b,,,,Italy
20143,Italy,AIITA550,santa maria di castellabate - area marina protetta santa maria di castellabate - subzone b,,,,Italy
20142,Italy,AIITA549,santa maria di castellabate - area marina protetta santa maria di castellabate - subzone bs,,,,Italy
20141,Italy,AIITA548,santa maria di castellabate - area marina protetta santa maria di castellabate - zone a,,,,Italy
20144,Italy,AIITA551,santa maria di castellabate - area marina protetta santa maria di castellabate - zone b,,,,Italy
20147,Italy,AIITA552,santa maria di castellabate - area marina protetta santa maria di castellabate - zone c,,,,Italy
24953,South Africa,AIZAF285,isimangaliso marine protected area - adlams controlled catch and release zone,2019,,,South Africa
24927,South Africa,AIZAF278,isimangaliso marine protected area - bhanga nek controlled zone,2019,,,South Africa
24929,South Africa,AIZAF279,isimangaliso marine protected area - black rock controlled zone,2019,,,South Africa
24957,South Africa,AIZAF287,isimangaliso marine protected area - cape vidal controlled catch and release zone,2019,,,South Africa
20200,Jamaica,AIJM15,negril marine mark,,,,#N/A
20207,Jamaica,AIJM16,ocho rios marine park,,,,#N/A
20209,Jamaica,AIJM21,oracabessa bay special fishery conservation area,,,,#N/A
20210,Jamaica,AIJM22,orange bay fishery conservation area,,,,#N/A
20212,Jamaica,AIJM23,palisadoes - port royal wetland of international importance,,,,#N/A
24947,South Africa,AIZAF282,isimangaliso marine protected area - cape vidal controlled zone,2019,,,South Africa
