,country,site_id,site_name,year_est,lfp,priority,included
23821,Philippines,AIPHL474,saddle rock mpa,,,,Philippines
24532,Saint Vincent and the Grenadines,AIVC14,all awash island wildlife reserve,,,,#N/A
24533,Saint Vincent and the Grenadines,AIVC15,battowia island wildlife reserve,,,,#N/A
24534,Saint Vincent and the Grenadines,AIVC16,big cay wildlife reserve,,,,#N/A
24535,Saint Vincent and the Grenadines,AIVC17,catholic rocks wildlife reserve,,,,#N/A
24536,Saint Vincent and the Grenadines,AIVC18,catholic island wildlife reserve,,,,#N/A
24537,Saint Vincent and the Grenadines,AIVC19,chateaubelair islet wildlife reserve,,,,#N/A
24538,Saint Vincent and the Grenadines,AIVC20,frigate island wildlife reserve,,,,#N/A
24539,Saint Vincent and the Grenadines,AIVC21,lapaz rock wildlife reserve,,,,#N/A
24540,Saint Vincent and the Grenadines,AIVC23,petit canouan wildlife reserve,,,,#N/A
23788,Philippines,AIPHL405,salvacion island mpa,,,,Philippines
24542,Saint Vincent and the Grenadines,AIVC25,pigeon island wildlife reserve,,,,#N/A
24543,Saint Vincent and the Grenadines,AIVC26,sail rock wildlife reserve,,,,#N/A
24544,Saint Vincent and the Grenadines,AIVC27,savan island wildlife reserve,,,,#N/A
24545,Saint Vincent and the Grenadines,AIVC28,west cay wildlife reserve,,,,#N/A
24546,Saint Vincent and the Grenadines,AIVC29,young island wildlife reserve,,,,#N/A
23789,Philippines,AIPHL406,san isidro mpa,,,,Philippines
23795,Philippines,AIPHL420,san jose mpa,,,,Philippines
23843,Philippines,AIPHL622,san miguel mpa,,,,Philippines
23829,Philippines,AIPHL506,san nicolas mpa,,,,Philippines
23813,Philippines,AIPHL447,sangat-decalve mpa,,,,Philippines
23871,Poland,AIPOL4,bay of puck,,,,Poland
20778,Republic of Maldives,AIMDV76,k. maldives victory wreck,,,,Maldives
23847,Republic of Palau,AIPLW14,helen reef conservation area,2004,,,Palau
23854,Republic of Palau,AIPLW18,ngemelis island complex,1999,,,Palau
23859,Republic of Palau,AIPLW3a,palau national marine sanctuary,2015,,,Palau
23919,Russia,AIRUS53,dagestanskij,,,,Russian Federation
23928,Russia,AIRUS54,dal`nevostochnyj morskoj,,,,Russian Federation
23944,Russia,AIRUS98,komandorskij,,,,Russian Federation
23892,Russia,AIRUS101,koryakskij,,,,Russian Federation
24187,"Saint Helena, Ascension and Tristan da Cunha Overseas Teritory of the United Kingdom of Great Britain and Northern Ireland",AISHN11,st. helena marine protected area,,,,"Saint Helena, Ascension and Tristan da Cunha Overseas Teritory of the United Kingdom of Great Britain and Northern Ireland"
24203,"Saint Helena, Ascension and Tristan da Cunha Overseas Teritory of the United Kingdom of Great Britain and Northern Ireland",AISHN8,tristan da cunha inshore fishing zones,,,,"Saint Helena, Ascension and Tristan da Cunha Overseas Teritory of the United Kingdom of Great Britain and Northern Ireland"
24175,"Saint Helena, Ascension and Tristan da Cunha Overseas Teritory of the United Kingdom of Great Britain and Northern Ireland",AISHN10,tristan da cunha recommended areas to be avoided,,,,"Saint Helena, Ascension and Tristan da Cunha Overseas Teritory of the United Kingdom of Great Britain and Northern Ireland"
24215,"Saint Helena, Ascension and Tristan da Cunha Overseas Teritory of the United Kingdom of Great Britain and Northern Ireland",AISHN9,tristan da cunha seamount fishing zones,,,,"Saint Helena, Ascension and Tristan da Cunha Overseas Teritory of the United Kingdom of Great Britain and Northern Ireland"
24541,Saint Vincent and the Grenadines,AIVC24,petit st. vincent wildlife reserve,1987,,,St. Vincent and the Grenadines
24526,Saint Vincent and the Grenadines,AIVC12a,tobago cays marine park,,,,St. Vincent and the Grenadines
24528,Saint Vincent and the Grenadines,AIVC12b,tobago cays marine park management zone,,,,St. Vincent and the Grenadines
24530,Saint Vincent and the Grenadines,AIVC12c,tobago cays marine park protection zone,,,,St. Vincent and the Grenadines
24275,Seychelles,AISYC62,aldabra atoll,,,,Seychelles
20376,South Korea,AIKOR3,booanjulpo bay mud flat protected wetland,,,,"Korea, Rep."
20382,South Korea,AIKOR4,bosung beolgyo mud flat protected wetland,,,,"Korea, Rep."
20302,South Korea,AIKOR10,garorim bay protected marine area,,,,"Korea, Rep."
20308,South Korea,AIKOR11,gochang mud flat protected wetland,,,,"Korea, Rep."
20318,South Korea,AIKOR16,moosan mud flat protected wetland,,,,"Korea, Rep."
24615,South Africa,AIZAF109,helderberg marine protected area,,,,#N/A
20323,South Korea,AIKOR19,ongjin jangbong island mud flat protected wetland,,,,"Korea, Rep."
24623,South Africa,AIZAF112,betty's bay marine protected area,,,,#N/A
20332,South Korea,AIKOR22,seocheon mud flat protected wetland,,,,"Korea, Rep."
24631,South Africa,AIZAF137,de hoop marine protected area,,,,#N/A
24642,South Africa,AIZAF145,stilbaai marine protected area,,,,#N/A
20370,South Korea,AIKOR28,songdo mud flat protected wetland,,,,"Korea, Rep."
20374,South Korea,AIKOR29,sooncheon bay mud flat protected wetland,2014,,,"Korea, Rep."
5615,Spain,AIESP209,árees emergides de les illes columbretes,,,,Spain
24648,South Africa,AIZAF158,garden route national park,,1,High,#N/A
24666,South Africa,AIZAF160,tsitsikamma marine protected area,,4,High,#N/A
5639,Spain,AIESP22,cap de barbaria,,,,Spain
5646,Spain,AIESP240,cap de creus,,2,High,Spain
5566,Spain,AIESP113,cap enderrocat - cap blanc,,2,High,Spain
24679,South Africa,AIZAF164,tsitsikamma marine protected area - tsitsikamma restricted zone,1964,5,High,#N/A
24688,South Africa,AIZAF166,goukamma marine protected area,,,,#N/A
24692,South Africa,AIZAF189,sardinia bay marine protected area,,,,#N/A
24694,South Africa,AIZAF205,amathole offshore marine protected area,,,,#N/A
5989,Spain,AIESP82,d'addaia a s'albufera,,,,Spain
5618,Spain,AIESP213,delta de l'ebre,,,,Spain
5659,Spain,AIESP256,el montgrí- les medes - el baix ter,,2,High,Spain
25238,USA,VI30a,st. croix east end marine park - no-take zones,2003,,,United States
24716,South Africa,AIZAF211,amathole marine protected area,,,,#N/A
24728,South Africa,AIZAF219,dwesa-cwebe marine protected area,,,,#N/A
25241,USA,VI30c,st. croix east end marine park - recreational zone,2003,,,United States
25240,USA,VI30b,st. croix east end marine park - wildlife preserve zone,2003,,,United States
5776,Spain,AIESP40,es vedrà - es vedranell,,,,Spain
5616,Spain,AIESP210,espacio marino de orpesa i benicàssim,,,,Spain
5751,Spain,AIESP357,espacio marino de tabarca,,2,High,Spain
24644,South Africa,AIZAF146,stilbaai marine protected area - geelkrans restricted zone,2008,,,South Africa
24744,South Africa,AIZAF227,hluleka marine protected area,,,,#N/A
24746,South Africa,AIZAF228,pondoland marine protected area,,,,#N/A
24646,South Africa,AIZAF149,stilbaai marine protected area - skulpiesbaai restricted zone,2008,,,South Africa
24647,South Africa,AIZAF150,stilbaai marine protected area - stillbaai controlled zone,2008,,,South Africa
5613,Spain,AIESP202,espacio marino del entorno de illes columbretes,,2,High,Spain
5994,Spain,AIESP88,illa de l'aire,,,,Spain
25164,South Africa,AIZAF66,table mountain national park marine protected area - cape of good hope restricted zone,1998,,,South Africa
25159,South Africa,AIZAF63,table mountain national park marine protected area - karbonkelberg restricted zone,1998,,,South Africa
25168,South Africa,AIZAF67,table mountain national park marine protected area - paulsberg restricted zone,1998,,,South Africa
25169,South Africa,AIZAF68,table mountain national park marine protected area - st james restricted zone,1998,,,South Africa
5779,Spain,AIESP41,illots de ponent d'eivissa,,,,Spain
23685,New Zealand,AINZL1244,taiaroa head wildlife sanctuary,1979,,,New Zealand
5658,Spain,AIESP25,la mola,,,,Spain
5777,Spain,AIESP401,l'almadrava,,,,Spain
24800,South Africa,AIZAF242,trafalgar marine protected area,,,,#N/A
24802,South Africa,AIZAF244,protea banks marine protected area,,,,#N/A
5813,Spain,AIESP53,mallorca channel,,2,High,Spain
5607,Spain,AIESP196,prat de cabanes i torreblanca,,,,Spain
5887,Spain,AIESP637,ría de villaviciosa,,,,Spain
24818,South Africa,AIZAF248,aliwal shoal marine protected area,,,,#N/A
5820,Spain,AIESP540,ría del eo,,,,Spain
5572,Spain,AIESP124,sa dragonera,,,,Spain
5940,Spain,AIESP72,s'albufera des grau,,,,Spain
5610,Spain,AIESP199,serra d'irta,,,,Spain
5601,Spain,AIESP16,ses salines d'eivissa i formentera,,1,High,Spain
5674,Spain,AIESP30,tagomago,,,,Spain
20446,Sri Lanka,AILKA4,adam's bridge marine national park,,,,Sri Lanka
20455,Sri Lanka,AILKA8,great basses and little basses sanctuary,,,,Sri Lanka
20452,Sri Lanka,AILKA7,kayankerni marine sanctuary,,,,Sri Lanka
24237,Sweden,AISWE1459,kosterfjorden-väderöfjorden,,,,Sweden
24256,Sweden,AISWE752,södra bråviken,,,,Sweden
24844,South Africa,AIZAF263,uthukela marine protected area,,,,#N/A
24273,Sweden,AISWE848,skälderviken,,,,Sweden
24506,Tanzania,AITZA8,kendwa island marine reserve - dar es salaam system,,,,Tanzania
24439,Tanzania,AITZA19,kirui island marine reserve,,,,Tanzania
24442,Tanzania,AITZA21,kwale island marine reserve,,,,Tanzania
24507,Tanzania,AITZA9,makatube island marine reserve - dar es salaam system,,,,Tanzania
24463,Tanzania,AITZA30,mbarakuni island marine reserve,,,,Tanzania
24491,Tanzania,AITZA47,mwewe island marine reserve,,,,Tanzania
24900,South Africa,AIZAF276,isimangaliso marine protected area,,,,#N/A
24457,Tanzania,AITZA28,nyororo marine reserve,,,,Tanzania
24461,Tanzania,AITZA29,shungi mbili island marine reserve,,,,Tanzania
24436,Tanzania,AITZA10,sinda island marine reserve - dar es salaam system,,,,Tanzania
24932,South Africa,AIZAF28,namaqua national park marine protected area,,,,#N/A
24493,Tanzania,AITZA51,tanga coelacanth marine park,,,,Tanzania
24502,Tanzania,AITZA56,ulenge island marine reserve,,,,Tanzania
24357,Thailand,AITHA7,ao phang nga marine national park,,,,Thailand
24352,Thailand,AITHA45,mu ko ang thong national marine park,,,,Thailand
23357,The Netherlands,AINLD20,haringvliet,,,,Netherlands
23364,The Netherlands,AINLD21,ijsselmeer,,,,Netherlands
23393,The Netherlands,AINLD25,oosterschelde,,,,Netherlands
24423,Tunisia,AITUN31,bahiret el bibane,,,,Tunisia
24407,Tunisia,AITUN25,complexe des zones humides de sebkhet oum ez-zessar et sebkhet el grine,,,,Tunisia
24418,Tunisia,AITUN30,djerba bin el ouedian,,,,Tunisia
24414,Tunisia,AITUN27,djerba guellala,,,,Tunisia
24410,Tunisia,AITUN26,djerba ras rmel,,,,Tunisia
24400,Tunisia,AITUN17,lagunes du cap bon oriental,,,,Tunisia
24389,Tunisia,AITUN14,"parc national de zembra et zembretta - zone a, central area of ​​integral protection",,,,Tunisia
24392,Tunisia,AITUN15,"parc national de zembra et zembretta - zone b, partial protection buffer zone",,,,Tunisia
24396,Tunisia,AITUN16,"parc national de zembra et zembretta - zone c, transition and sustainable development area",,,,Tunisia
24404,Tunisia,AITUN22,salines de thyna,,,,Tunisia
24036,United Kingdom,AISGSSI4,south georgia 30km no-take zone,,,,United Kingdom
24134,United Kingdom,AISGSSI5,south georgia clerke/shag rocks no-take zone,,,,United Kingdom
24139,United Kingdom,AISGSSI7,south sandwich 50km no-take zone,,,,United Kingdom
24675,South Africa,AIZAF161,tsitsikamma marine protected area - tsitsikamma coastal control zone 1,2000,,,South Africa
24676,South Africa,AIZAF162,tsitsikamma marine protected area - tsitsikamma coastal control zone 2,2000,,,South Africa
24677,South Africa,AIZAF163,tsitsikamma marine protected area - tsitsikamma coastal control zone 3,2000,,,South Africa
18917,USA,AIHI102,nwhi ecological reserves,,,,United States
19059,USA,AIHI104,nwhi midway special management area,,,,United States
18930,USA,AIHI103,nwhi special preservation areas,,,,United States
25012,South Africa,AIZAF305,isimangaliso wetland park,,,,#N/A
24556,Vietnam,AIVNM20,bach long vi belt zone,,,,Vietnam
25042,South Africa,AIZAF317,prince edward island marine protected area,,,,#N/A
24562,Vietnam,AIVNM21,bach long vi development zone,,,,Vietnam
24567,Vietnam,AIVNM22,bach long vi ecological rehabilitation zone (buffer zone),,,,Vietnam
24863,South Africa,AIZAF264,uthukela marine protected area - amatikulu inshore restricted zone,2019,,,South Africa
24865,South Africa,AIZAF265,uthukela marine protected area - mtunzini inshore controlled zone,2019,,,South Africa
24870,South Africa,AIZAF266,uthukela marine protected area - usetheni inshore restricted zone,2019,,,South Africa
24871,South Africa,AIZAF267,uthukela marine protected area - uthukela inshore controlled zone,2019,,,South Africa
24877,South Africa,AIZAF269,uthukela marine protected area - uthukela offshore controlled zone north,2019,,,South Africa
24892,South Africa,AIZAF270,uthukela marine protected area - uthukela offshore controlled zone south,2019,,,South Africa
24896,South Africa,AIZAF272,uthukela marine protected area - uthukela offshore restricted zone,2019,,,South Africa
24572,Vietnam,AIVNM23,bach long vi strict protection zone (core zone),,,,Vietnam
24599,Vietnam,AIVNM5,cù lao chàm buffer zone,,,,Vietnam
25123,South Africa,AIZAF4,addo elephant marine protected area,,,,#N/A
24603,Vietnam,AIVNM6,cù lao chàm community zone,,,,Vietnam
24607,Vietnam,AIVNM7,cù lao chàm ecological rehabilitation zone_bãi nần,,,,Vietnam
24608,Vietnam,AIVNM8,cù lao chàm ecological rehabilitation zone_hòn dài,,,,Vietnam
24609,Vietnam,AIVNM9,cù lao chàm ecological rehabilitation zone_hòn tai,,,,Vietnam
24547,Vietnam,AIVNM10,cù lao chàm ecological rehabilitation zone_rạn mành,,,,Vietnam
25161,South Africa,AIZAF64,table mountain national park marine protected area - castle rock restricted zone,1979,4,High,#N/A
25162,South Africa,AIZAF65,table mountain national park marine protected area - boulders restricted zone,2004,5,High,#N/A
24549,Vietnam,AIVNM11,cù lao chàm ecological rehabilitation zone_rạn mè - bãi ông,,,,Vietnam
24551,Vietnam,AIVNM13,cù lao chàm strict protection zone_bãi tra,,,,Vietnam
24550,Vietnam,AIVNM12,cù lao chàm strict protection zone_bắc hòn lao,,,,Vietnam
24552,Vietnam,AIVNM14,"cù lao chàm strict protection zone_hòn khô, hòn cụ",,,,Vietnam
25173,South Africa,AIZAF77,malgas island marine protected area,,,,#N/A
25174,South Africa,AIZAF78,west coast national park,,,,#N/A
24553,Vietnam,AIVNM15,cù lao chàm strict protection zone_hòn lá,,,,Vietnam
25184,South Africa,AIZAF80,marcus island marine protected area,,,,#N/A
25185,South Africa,AIZAF81,jutten island marine protected area,,,,#N/A
25186,South Africa,AIZAF82,langebaan lagoon marine protected area,,,,#N/A
24554,Vietnam,AIVNM16,cù lao chàm strict protection zone_hòn mồ,,,,Vietnam
24555,Vietnam,AIVNM17,cù lao chàm strict protection zone_hòn tai,,,,Vietnam
24573,Vietnam,AIVNM26,con co community zone,,,,Vietnam
25200,South Africa,AIZAF88,sixteen mile beach marine protected area,,,,#N/A
24576,Vietnam,AIVNM27,con co ecological rehabilitation zone,,,,Vietnam
25209,South Africa,AIZAF97,robben island marine protected area,,,,#N/A
24577,Vietnam,AIVNM28,con co strict protection zone,,,,Vietnam
24578,Vietnam,AIVNM31,ly son community zone,,,,Vietnam
24582,Vietnam,AIVNM32,ly son ecological rehabilitation zone,,,,Vietnam
25221,USA,HI16_A,manele-hulopoe marine life conservation district - subzone a,,,,#N/A
25223,USA,HI16_B,manele-hulopoe marine life conservation district - subzone b,,,,#N/A
25224,USA,HI17_A,lapakahi marine life conservation district - subzone a,,,,#N/A
25225,USA,HI17_B,lapakahi marine life conservation district - subzone b,,,,#N/A
25227,USA,NPS41,jean lafitte national historical park and preserve,,,,#N/A
24586,Vietnam,AIVNM33,ly son strict protection zone,,,,Vietnam
24588,Vietnam,AIVNM36,nui chua mpa development_zone,,,,Vietnam
24593,Vietnam,AIVNM37,nui chua mpa ecological rehabilitation zone,,,,Vietnam
24595,Vietnam,AIVNM38,nui chua mpa strict protection zone,2003,,,Vietnam
25243,"Saint Helena, Ascension and Tristan da Cunha Overseas Teritory of the United Kingdom of Great Britain and Northern Ireland",AISHN12,ascension island marine protected area,,,,#N/A
